org.apache.curator:curator-framework	2.7.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10300	approved
org.apache.curator:curator-recipes	2.4.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10633	new
org.apache.curator:curator-recipes	2.7.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10300	approved
org.apache.hbase:hbase-annotations	1.0.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9961	approved
org.apache.hbase:hbase-client	1.0.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9961	approved
org.apache.hbase:hbase-common	1.0.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9961	approved
org.apache.hbase:hbase-protocol	1.0.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9961	approved
org.apache.htrace:htrace-core	3.1.0-incubating	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10634	new
org.apache.metamodel:MetaModel-core	4.3.6	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10155	approved
org.apache.metamodel:MetaModel-pojo	4.3.6	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10155	approved
org.apache.thrift:libthrift	0.9.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10615	new
org.apache.xml:xml-commons-resolver	1.2	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8734	approved
org.calrissian.mango:mango-core	1.2.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8581	approved
org.clapper:grizzled-slf4j_2.11	1.0.2	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10298	approved
org.codehaus.jackson:jackson-core-asl	1.9.3	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8499	approved
org.codehaus.jackson:jackson-mapper-asl	1.9.3	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8499	approved
org.eclipse.emf:common	2.6.0	compile	eclipse code does not require a CQ	approved
org.eclipse.emf:ecore	2.6.1	compile	eclipse code does not require a CQ	approved
org.eclipse.xsd:xsd	2.6.0	compile	eclipse code does not require a CQ	approved
org.geotools:gt-api	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10648	new
org.geotools:gt-coverage	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10649	new
org.geotools:gt-cql	14.1	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10650	new
